date,year,month,campground,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_month_range
2014-04-01,2014,4,Wolf Creek,3.0,0.0,,3.0,9.0,-66.7,January - April
2014-05-01,2014,5,Wolf Creek,410.0,255.0,60.8,413.0,264.0,56.4,January - May
2014-06-01,2014,6,Wolf Creek,906.0,833.0,8.8,1319.0,1097.0,20.2,January - June
2014-07-01,2014,7,Wolf Creek,707.0,1090.0,-35.1,2026.0,2187.0,-7.4,January - July
2014-08-01,2014,8,Wolf Creek,756.0,987.0,-23.4,2782.0,3174.0,-12.4,January - August
2014-09-01,2014,9,Wolf Creek,351.0,434.0,-19.1,3133.0,3608.0,-13.2,January - September
2014-10-01,2014,10,Wolf Creek,8.0,5.0,60.0,3141.0,3613.0,-13.1,January - October
2014-11-01,2014,11,Wolf Creek,0.0,0.0,,3141.0,3613.0,-13.1,January - November
2014-12-01,2014,12,Wolf Creek,0.0,0.0,,3141.0,3613.0,-13.1,January - December
2014-01-01,2014,1,Yukon River,2.0,0.0,,2.0,0.0,,January - January
2014-02-01,2014,2,Yukon River,0.0,0.0,,2.0,0.0,,January - February
2014-03-01,2014,3,Yukon River,0.0,0.0,,2.0,0.0,,January - March
2014-04-01,2014,4,Yukon River,9.0,0.0,,11.0,0.0,,January - April
2014-05-01,2014,5,Yukon River,237.0,58.0,308.6,248.0,58.0,327.6,January - May
2014-06-01,2014,6,Yukon River,1360.0,1349.0,0.8,1608.0,1407.0,14.3,January - June
2014-07-01,2014,7,Yukon River,1795.0,1671.0,7.4,3403.0,3078.0,10.6,January - July
2014-08-01,2014,8,Yukon River,1258.0,1494.0,-15.8,4661.0,4572.0,1.9,January - August
2014-09-01,2014,9,Yukon River,212.0,212.0,0.0,4873.0,4784.0,1.9,January - September
2014-10-01,2014,10,Yukon River,5.0,3.0,66.7,4878.0,4787.0,1.9,January - October
2014-11-01,2014,11,Yukon River,0.0,0.0,,4878.0,4787.0,1.9,January - November
2014-12-01,2014,12,Yukon River,0.0,0.0,,4878.0,4787.0,1.9,January - December
2015-01-01,2015,1,Congdon Creek,0.0,0.0,,0.0,0.0,,January - January
2015-02-01,2015,2,Congdon Creek,0.0,2.0,-100.0,0.0,2.0,-100.0,January - February
2015-03-01,2015,3,Congdon Creek,0.0,2.0,-100.0,0.0,4.0,-100.0,January - March
2015-04-01,2015,4,Congdon Creek,0.0,0.0,,0.0,4.0,-100.0,January - April
2015-05-01,2015,5,Congdon Creek,346.0,216.0,60.2,346.0,220.0,57.3,January - May
2022-08-01,2022,8,Conrad,1116.0,744.0,50.0,3604.0,2363.0,52.5,January - August
2022-09-01,2022,9,Conrad,617.0,481.0,28.3,4221.0,2844.0,48.4,January - September
2022-10-01,2022,10,Conrad,10.0,0.0,,4231.0,2844.0,48.8,January - October
2022-11-01,2022,11,Conrad,0.0,0.0,,4231.0,2844.0,48.8,January - November
2022-12-01,2022,12,Conrad,0.0,0.0,,4231.0,2844.0,48.8,January - December
2022-01-01,2022,1,Fox Lake,2.0,0.0,,2.0,0.0,,January - January
2022-02-01,2022,2,Fox Lake,0.0,0.0,,2.0,0.0,,January - February
2022-03-01,2022,3,Fox Lake,0.0,0.0,,2.0,0.0,,January - March
2022-04-01,2022,4,Fox Lake,27.0,3.0,800.0,29.0,3.0,866.7,January - April
2022-05-01,2022,5,Fox Lake,308.0,352.0,-12.5,337.0,355.0,-5.1,January - May
2022-06-01,2022,6,Fox Lake,878.0,718.0,22.3,1215.0,1073.0,13.2,January - June
2022-07-01,2022,7,Fox Lake,756.0,764.0,-1.0,1971.0,1837.0,7.3,January - July
2022-08-01,2022,8,Fox Lake,787.0,570.0,38.1,2758.0,2407.0,14.6,January - August
2022-09-01,2022,9,Fox Lake,291.0,332.0,-12.3,3049.0,2739.0,11.3,January - September
2022-10-01,2022,10,Fox Lake,2.0,5.0,-60.0,3051.0,2744.0,11.2,January - October
2022-11-01,2022,11,Fox Lake,0.0,2.0,-100.0,3051.0,2746.0,11.1,January - November
2022-12-01,2022,12,Fox Lake,0.0,0.0,,3051.0,2746.0,11.1,January - December
2022-01-01,2022,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2022-02-01,2022,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2022-03-01,2022,3,Marsh Lake,0.0,3.0,-100.0,0.0,3.0,-100.0,January - March
2022-04-01,2022,4,Marsh Lake,27.0,16.0,68.8,27.0,19.0,42.1,January - April
2022-05-01,2022,5,Marsh Lake,571.0,528.0,8.1,598.0,547.0,9.3,January - May
2022-06-01,2022,6,Marsh Lake,1210.0,933.0,29.7,1808.0,1480.0,22.2,January - June
2022-07-01,2022,7,Marsh Lake,1035.0,526.0,96.8,2843.0,2006.0,41.7,January - July
2022-08-01,2022,8,Marsh Lake,778.0,524.0,48.5,3621.0,2530.0,43.1,January - August
2022-09-01,2022,9,Marsh Lake,426.0,321.0,32.7,4047.0,2851.0,42.0,January - September
2022-10-01,2022,10,Marsh Lake,3.0,14.0,-78.6,4050.0,2865.0,41.4,January - October
2022-11-01,2022,11,Marsh Lake,0.0,0.0,,4050.0,2865.0,41.4,January - November
2022-12-01,2022,12,Marsh Lake,0.0,0.0,,4050.0,2865.0,41.4,January - December
2022-01-01,2022,1,Pine Lake,0.0,5.0,-100.0,0.0,5.0,-100.0,January - January
2022-02-01,2022,2,Pine Lake,0.0,0.0,,0.0,5.0,-100.0,January - February
2022-03-01,2022,3,Pine Lake,0.0,0.0,,0.0,5.0,-100.0,January - March
2022-04-01,2022,4,Pine Lake,25.0,16.0,56.3,25.0,21.0,19.0,January - April
2022-05-01,2022,5,Pine Lake,589.0,383.0,53.8,614.0,404.0,52.0,January - May
2022-06-01,2022,6,Pine Lake,1291.0,678.0,90.4,1905.0,1082.0,76.1,January - June
2022-07-01,2022,7,Pine Lake,1437.0,794.0,81.0,3342.0,1876.0,78.1,January - July
2022-08-01,2022,8,Pine Lake,1400.0,1075.0,30.2,4742.0,2951.0,60.7,January - August
2022-09-01,2022,9,Pine Lake,741.0,608.0,21.9,5483.0,3559.0,54.1,January - September
2022-10-01,2022,10,Pine Lake,14.0,22.0,-36.4,5497.0,3581.0,53.5,January - October
2022-11-01,2022,11,Pine Lake,0.0,0.0,,5497.0,3581.0,53.5,January - November
2022-12-01,2022,12,Pine Lake,0.0,0.0,,5497.0,3581.0,53.5,January - December
2022-01-01,2022,1,Teslin Lake,2.0,0.0,,2.0,0.0,,January - January
2022-02-01,2022,2,Teslin Lake,2.0,0.0,,4.0,0.0,,January - February
2022-03-01,2022,3,Teslin Lake,0.0,0.0,,4.0,0.0,,January - March
2022-04-01,2022,4,Teslin Lake,0.0,5.0,-100.0,4.0,5.0,-20.0,January - April
2022-05-01,2022,5,Teslin Lake,206.0,136.0,51.5,210.0,141.0,48.9,January - May
2022-06-01,2022,6,Teslin Lake,1012.0,169.0,498.8,1222.0,310.0,294.2,January - June
2006-01-01,2006,1,Congdon Creek,2.0,0.0,,2.0,0.0,,January - January
2006-02-01,2006,2,Congdon Creek,0.0,0.0,,2.0,0.0,,January - February
2006-03-01,2006,3,Congdon Creek,0.0,0.0,,2.0,0.0,,January - March
2006-04-01,2006,4,Congdon Creek,0.0,0.0,,2.0,0.0,,January - April
2006-05-01,2006,5,Congdon Creek,198.0,0.0,,200.0,0.0,,January - May
2006-06-01,2006,6,Congdon Creek,780.0,0.0,,980.0,0.0,,January - June
2006-07-01,2006,7,Congdon Creek,1151.0,0.0,,2131.0,0.0,,January - July
2006-08-01,2006,8,Congdon Creek,710.0,0.0,,2841.0,0.0,,January - August
2006-09-01,2006,9,Congdon Creek,2.0,0.0,,2843.0,0.0,,January - September
2006-10-01,2006,10,Congdon Creek,5.0,0.0,,2848.0,0.0,,January - October
2006-11-01,2006,11,Congdon Creek,0.0,0.0,,2848.0,0.0,,January - November
2006-12-01,2006,12,Congdon Creek,0.0,0.0,,2848.0,0.0,,January - December
2006-01-01,2006,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Conrad,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Conrad,0.0,2.0,-100.0,0.0,2.0,-100.0,January - May
2006-06-01,2006,6,Conrad,0.0,0.0,,0.0,2.0,-100.0,January - June
2006-07-01,2006,7,Conrad,0.0,0.0,,0.0,2.0,-100.0,January - July
2006-08-01,2006,8,Conrad,0.0,0.0,,0.0,2.0,-100.0,January - August
2006-09-01,2006,9,Conrad,0.0,0.0,,0.0,2.0,-100.0,January - September
2006-10-01,2006,10,Conrad,0.0,0.0,,0.0,2.0,-100.0,January - October
2006-11-01,2006,11,Conrad,0.0,0.0,,0.0,2.0,-100.0,January - November
2006-12-01,2006,12,Conrad,0.0,0.0,,0.0,2.0,-100.0,January - December
2006-01-01,2006,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Fox Lake,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Fox Lake,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Fox Lake,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Fox Lake,69.0,0.0,,69.0,0.0,,January - May
2006-06-01,2006,6,Fox Lake,519.0,0.0,,588.0,0.0,,January - June
2006-07-01,2006,7,Fox Lake,479.0,0.0,,1067.0,0.0,,January - July
2006-08-01,2006,8,Fox Lake,407.0,0.0,,1474.0,0.0,,January - August
2006-09-01,2006,9,Fox Lake,67.0,0.0,,1541.0,0.0,,January - September
2006-10-01,2006,10,Fox Lake,0.0,0.0,,1541.0,0.0,,January - October
2006-11-01,2006,11,Fox Lake,7.0,0.0,,1548.0,0.0,,January - November
2006-12-01,2006,12,Fox Lake,0.0,0.0,,1548.0,0.0,,January - December
2006-01-01,2006,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Marsh Lake,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Marsh Lake,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Marsh Lake,0.0,0.0,,0.0,0.0,,January - May
2006-06-01,2006,6,Marsh Lake,0.0,0.0,,0.0,0.0,,January - June
2006-07-01,2006,7,Marsh Lake,0.0,0.0,,0.0,0.0,,January - July
2006-08-01,2006,8,Marsh Lake,0.0,0.0,,0.0,0.0,,January - August
2006-09-01,2006,9,Marsh Lake,0.0,0.0,,0.0,0.0,,January - September
2006-10-01,2006,10,Marsh Lake,0.0,0.0,,0.0,0.0,,January - October
2006-11-01,2006,11,Marsh Lake,0.0,0.0,,0.0,0.0,,January - November
2015-06-01,2015,6,Congdon Creek,664.0,791.0,-16.1,1010.0,1011.0,-0.1,January - June
2015-07-01,2015,7,Congdon Creek,1006.0,1056.0,-4.7,2016.0,2067.0,-2.5,January - July
2015-08-01,2015,8,Congdon Creek,976.0,902.0,8.2,2992.0,2969.0,0.8,January - August
2015-09-01,2015,9,Congdon Creek,554.0,347.0,59.7,3546.0,3316.0,6.9,January - September
2015-10-01,2015,10,Congdon Creek,11.0,2.0,450.0,3557.0,3318.0,7.2,January - October
2015-11-01,2015,11,Congdon Creek,0.0,0.0,,3557.0,3318.0,7.2,January - November
2015-12-01,2015,12,Congdon Creek,0.0,0.0,,3557.0,3318.0,7.2,January - December
2015-01-01,2015,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2015-02-01,2015,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2015-03-01,2015,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2015-04-01,2015,4,Conrad,0.0,0.0,,0.0,0.0,,January - April
2015-05-01,2015,5,Conrad,0.0,0.0,,0.0,0.0,,January - May
2015-06-01,2015,6,Conrad,0.0,0.0,,0.0,0.0,,January - June
2015-07-01,2015,7,Conrad,0.0,0.0,,0.0,0.0,,January - July
2015-08-01,2015,8,Conrad,0.0,0.0,,0.0,0.0,,January - August
2015-09-01,2015,9,Conrad,0.0,0.0,,0.0,0.0,,January - September
2015-10-01,2015,10,Conrad,0.0,0.0,,0.0,0.0,,January - October
2015-11-01,2015,11,Conrad,0.0,0.0,,0.0,0.0,,January - November
2015-12-01,2015,12,Conrad,0.0,0.0,,0.0,0.0,,January - December
2015-01-01,2015,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2015-02-01,2015,2,Fox Lake,0.0,0.0,,0.0,0.0,,January - February
2015-03-01,2015,3,Fox Lake,0.0,0.0,,0.0,0.0,,January - March
2015-04-01,2015,4,Fox Lake,0.0,0.0,,0.0,0.0,,January - April
2015-05-01,2015,5,Fox Lake,357.0,259.0,37.8,357.0,259.0,37.8,January - May
2015-06-01,2015,6,Fox Lake,602.0,610.0,-1.3,959.0,869.0,10.4,January - June
2015-07-01,2015,7,Fox Lake,658.0,799.0,-17.6,1617.0,1668.0,-3.1,January - July
2015-08-01,2015,8,Fox Lake,592.0,661.0,-10.4,2209.0,2329.0,-5.2,January - August
2015-09-01,2015,9,Fox Lake,172.0,153.0,12.4,2381.0,2482.0,-4.1,January - September
2015-10-01,2015,10,Fox Lake,7.0,0.0,,2388.0,2482.0,-3.8,January - October
2015-11-01,2015,11,Fox Lake,0.0,0.0,,2388.0,2482.0,-3.8,January - November
2015-12-01,2015,12,Fox Lake,0.0,0.0,,2388.0,2482.0,-3.8,January - December
2015-01-01,2015,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2015-02-01,2015,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2015-03-01,2015,3,Marsh Lake,0.0,0.0,,0.0,0.0,,January - March
2015-04-01,2015,4,Marsh Lake,0.0,0.0,,0.0,0.0,,January - April
2015-05-01,2015,5,Marsh Lake,322.0,279.0,15.4,322.0,279.0,15.4,January - May
2015-06-01,2015,6,Marsh Lake,536.0,583.0,-8.1,858.0,862.0,-0.5,January - June
2015-07-01,2015,7,Marsh Lake,944.0,830.0,13.7,1802.0,1692.0,6.5,January - July
2015-08-01,2015,8,Marsh Lake,657.0,641.0,2.5,2459.0,2333.0,5.4,January - August
2015-09-01,2015,9,Marsh Lake,241.0,142.0,69.7,2700.0,2475.0,9.1,January - September
2015-10-01,2015,10,Marsh Lake,14.0,2.0,600.0,2714.0,2477.0,9.6,January - October
2015-11-01,2015,11,Marsh Lake,0.0,0.0,,2714.0,2477.0,9.6,January - November
2015-12-01,2015,12,Marsh Lake,0.0,0.0,,2714.0,2477.0,9.6,January - December
2015-01-01,2015,1,Pine Lake,0.0,0.0,,0.0,0.0,,January - January
2015-02-01,2015,2,Pine Lake,0.0,2.0,-100.0,0.0,2.0,-100.0,January - February
2015-03-01,2015,3,Pine Lake,0.0,0.0,,0.0,2.0,-100.0,January - March
2015-04-01,2015,4,Pine Lake,0.0,0.0,,0.0,2.0,-100.0,January - April
2006-12-01,2006,12,Marsh Lake,0.0,0.0,,0.0,0.0,,January - December
2006-01-01,2006,1,Pine Lake,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Pine Lake,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Pine Lake,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Pine Lake,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Pine Lake,111.0,0.0,,111.0,0.0,,January - May
2006-06-01,2006,6,Pine Lake,734.0,0.0,,845.0,0.0,,January - June
2006-07-01,2006,7,Pine Lake,787.0,0.0,,1632.0,0.0,,January - July
2006-08-01,2006,8,Pine Lake,656.0,0.0,,2288.0,0.0,,January - August
2006-09-01,2006,9,Pine Lake,2.0,0.0,,2290.0,0.0,,January - September
2006-10-01,2006,10,Pine Lake,0.0,0.0,,2290.0,0.0,,January - October
2006-11-01,2006,11,Pine Lake,0.0,0.0,,2290.0,0.0,,January - November
2006-12-01,2006,12,Pine Lake,0.0,0.0,,2290.0,0.0,,January - December
2006-01-01,2006,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Teslin Lake,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Teslin Lake,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Teslin Lake,0.0,0.0,,0.0,0.0,,January - May
2006-06-01,2006,6,Teslin Lake,108.0,0.0,,108.0,0.0,,January - June
2006-07-01,2006,7,Teslin Lake,2.0,0.0,,110.0,0.0,,January - July
2006-08-01,2006,8,Teslin Lake,0.0,0.0,,110.0,0.0,,January - August
2006-09-01,2006,9,Teslin Lake,0.0,0.0,,110.0,0.0,,January - September
2006-10-01,2006,10,Teslin Lake,0.0,0.0,,110.0,0.0,,January - October
2006-11-01,2006,11,Teslin Lake,0.0,0.0,,110.0,0.0,,January - November
2006-12-01,2006,12,Teslin Lake,0.0,0.0,,110.0,0.0,,January - December
2006-01-01,2006,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Tombstone Mtn.,66.0,0.0,,66.0,0.0,,January - May
2006-06-01,2006,6,Tombstone Mtn.,390.0,0.0,,456.0,0.0,,January - June
2006-07-01,2006,7,Tombstone Mtn.,837.0,0.0,,1293.0,0.0,,January - July
2006-08-01,2006,8,Tombstone Mtn.,761.0,0.0,,2054.0,0.0,,January - August
2006-09-01,2006,9,Tombstone Mtn.,291.0,0.0,,2345.0,0.0,,January - September
2006-10-01,2006,10,Tombstone Mtn.,7.0,0.0,,2352.0,0.0,,January - October
2006-11-01,2006,11,Tombstone Mtn.,0.0,0.0,,2352.0,0.0,,January - November
2006-12-01,2006,12,Tombstone Mtn.,0.0,0.0,,2352.0,0.0,,January - December
2006-01-01,2006,1,Watson Lake,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Watson Lake,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Watson Lake,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Watson Lake,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Watson Lake,0.0,0.0,,0.0,0.0,,January - May
2006-06-01,2006,6,Watson Lake,0.0,0.0,,0.0,0.0,,January - June
2006-07-01,2006,7,Watson Lake,0.0,0.0,,0.0,0.0,,January - July
2006-08-01,2006,8,Watson Lake,0.0,0.0,,0.0,0.0,,January - August
2006-09-01,2006,9,Watson Lake,0.0,0.0,,0.0,0.0,,January - September
2015-05-01,2015,5,Pine Lake,403.0,251.0,60.6,403.0,253.0,59.3,January - May
2015-06-01,2015,6,Pine Lake,908.0,776.0,17.0,1311.0,1029.0,27.4,January - June
2015-07-01,2015,7,Pine Lake,1127.0,1116.0,1.0,2438.0,2145.0,13.7,January - July
2015-08-01,2015,8,Pine Lake,971.0,976.0,-0.5,3409.0,3121.0,9.2,January - August
2015-09-01,2015,9,Pine Lake,468.0,319.0,46.7,3877.0,3440.0,12.7,January - September
2015-10-01,2015,10,Pine Lake,0.0,0.0,,3877.0,3440.0,12.7,January - October
2015-11-01,2015,11,Pine Lake,0.0,0.0,,3877.0,3440.0,12.7,January - November
2015-12-01,2015,12,Pine Lake,2.0,0.0,,3879.0,3440.0,12.8,January - December
2015-01-01,2015,1,Teslin Lake,0.0,3.0,-100.0,0.0,3.0,-100.0,January - January
2015-02-01,2015,2,Teslin Lake,0.0,0.0,,0.0,3.0,-100.0,January - February
2015-03-01,2015,3,Teslin Lake,0.0,0.0,,0.0,3.0,-100.0,January - March
2015-04-01,2015,4,Teslin Lake,0.0,2.0,-100.0,0.0,5.0,-100.0,January - April
2015-05-01,2015,5,Teslin Lake,225.0,248.0,-9.3,225.0,253.0,-11.1,January - May
2015-06-01,2015,6,Teslin Lake,752.0,701.0,7.3,977.0,954.0,2.4,January - June
2015-07-01,2015,7,Teslin Lake,804.0,692.0,16.2,1781.0,1646.0,8.2,January - July
2015-08-01,2015,8,Teslin Lake,689.0,572.0,20.5,2470.0,2218.0,11.4,January - August
2015-09-01,2015,9,Teslin Lake,230.0,115.0,100.0,2700.0,2333.0,15.7,January - September
2015-10-01,2015,10,Teslin Lake,4.0,0.0,,2704.0,2333.0,15.9,January - October
2015-11-01,2015,11,Teslin Lake,4.0,0.0,,2708.0,2333.0,16.1,January - November
2015-12-01,2015,12,Teslin Lake,0.0,0.0,,2708.0,2333.0,16.1,January - December
2015-01-01,2015,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2015-02-01,2015,2,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - February
2015-03-01,2015,3,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - March
2015-04-01,2015,4,Tombstone Mtn.,0.0,2.0,-100.0,0.0,2.0,-100.0,January - April
2015-05-01,2015,5,Tombstone Mtn.,108.0,74.0,45.9,108.0,76.0,42.1,January - May
2015-06-01,2015,6,Tombstone Mtn.,1153.0,719.0,60.4,1261.0,795.0,58.6,January - June
2015-07-01,2015,7,Tombstone Mtn.,1468.0,979.0,49.9,2729.0,1774.0,53.8,January - July
2015-08-01,2015,8,Tombstone Mtn.,1616.0,1148.0,40.8,4345.0,2922.0,48.7,January - August
2015-09-01,2015,9,Tombstone Mtn.,374.0,305.0,22.6,4719.0,3227.0,46.2,January - September
2015-10-01,2015,10,Tombstone Mtn.,2.0,2.0,0.0,4721.0,3229.0,46.2,January - October
2015-11-01,2015,11,Tombstone Mtn.,0.0,0.0,,4721.0,3229.0,46.2,January - November
2015-12-01,2015,12,Tombstone Mtn.,0.0,0.0,,4721.0,3229.0,46.2,January - December
2015-01-01,2015,1,Watson Lake,0.0,2.0,-100.0,0.0,2.0,-100.0,January - January
2015-02-01,2015,2,Watson Lake,0.0,2.0,-100.0,0.0,4.0,-100.0,January - February
2015-03-01,2015,3,Watson Lake,0.0,0.0,,0.0,4.0,-100.0,January - March
2015-04-01,2015,4,Watson Lake,0.0,0.0,,0.0,4.0,-100.0,January - April
2015-05-01,2015,5,Watson Lake,157.0,99.0,58.6,157.0,103.0,52.4,January - May
2015-06-01,2015,6,Watson Lake,893.0,737.0,21.2,1050.0,840.0,25.0,January - June
2015-07-01,2015,7,Watson Lake,1126.0,822.0,37.0,2176.0,1662.0,30.9,January - July
2015-08-01,2015,8,Watson Lake,938.0,705.0,33.0,3114.0,2367.0,31.6,January - August
2015-09-01,2015,9,Watson Lake,194.0,175.0,10.9,3308.0,2542.0,30.1,January - September
2015-10-01,2015,10,Watson Lake,7.0,2.0,250.0,3315.0,2544.0,30.3,January - October
2015-11-01,2015,11,Watson Lake,0.0,0.0,,3315.0,2544.0,30.3,January - November
2015-12-01,2015,12,Watson Lake,0.0,0.0,,3315.0,2544.0,30.3,January - December
2015-01-01,2015,1,Wolf Creek,0.0,0.0,,0.0,0.0,,January - January
2015-02-01,2015,2,Wolf Creek,0.0,0.0,,0.0,0.0,,January - February
2006-10-01,2006,10,Watson Lake,0.0,0.0,,0.0,0.0,,January - October
2006-11-01,2006,11,Watson Lake,0.0,0.0,,0.0,0.0,,January - November
2006-12-01,2006,12,Watson Lake,0.0,0.0,,0.0,0.0,,January - December
2006-01-01,2006,1,Wolf Creek,0.0,0.0,,0.0,0.0,,January - January
2006-02-01,2006,2,Wolf Creek,0.0,0.0,,0.0,0.0,,January - February
2006-03-01,2006,3,Wolf Creek,0.0,0.0,,0.0,0.0,,January - March
2006-04-01,2006,4,Wolf Creek,0.0,0.0,,0.0,0.0,,January - April
2006-05-01,2006,5,Wolf Creek,0.0,0.0,,0.0,0.0,,January - May
2006-06-01,2006,6,Wolf Creek,0.0,0.0,,0.0,0.0,,January - June
2006-07-01,2006,7,Wolf Creek,0.0,0.0,,0.0,0.0,,January - July
2006-08-01,2006,8,Wolf Creek,0.0,0.0,,0.0,0.0,,January - August
2006-09-01,2006,9,Wolf Creek,0.0,0.0,,0.0,0.0,,January - September
2006-10-01,2006,10,Wolf Creek,0.0,0.0,,0.0,0.0,,January - October
2006-11-01,2006,11,Wolf Creek,0.0,0.0,,0.0,0.0,,January - November
2006-12-01,2006,12,Wolf Creek,0.0,0.0,,0.0,0.0,,January - December
2006-01-01,2006,1,Yukon River,2.0,0.0,,2.0,0.0,,January - January
2006-02-01,2006,2,Yukon River,0.0,0.0,,2.0,0.0,,January - February
2006-03-01,2006,3,Yukon River,0.0,0.0,,2.0,0.0,,January - March
2006-04-01,2006,4,Yukon River,2.0,0.0,,4.0,0.0,,January - April
2006-05-01,2006,5,Yukon River,114.0,0.0,,118.0,0.0,,January - May
2006-06-01,2006,6,Yukon River,940.0,0.0,,1058.0,0.0,,January - June
2006-07-01,2006,7,Yukon River,1004.0,0.0,,2062.0,0.0,,January - July
2006-08-01,2006,8,Yukon River,1025.0,0.0,,3087.0,0.0,,January - August
2006-09-01,2006,9,Yukon River,41.0,0.0,,3128.0,0.0,,January - September
2006-10-01,2006,10,Yukon River,0.0,0.0,,3128.0,0.0,,January - October
2006-11-01,2006,11,Yukon River,0.0,0.0,,3128.0,0.0,,January - November
2006-12-01,2006,12,Yukon River,0.0,0.0,,3128.0,0.0,,January - December
2007-01-01,2007,1,Congdon Creek,3.0,2.0,50.0,3.0,2.0,50.0,January - January
2007-02-01,2007,2,Congdon Creek,0.0,0.0,,3.0,2.0,50.0,January - February
2007-03-01,2007,3,Congdon Creek,0.0,0.0,,3.0,2.0,50.0,January - March
2007-04-01,2007,4,Congdon Creek,0.0,0.0,,3.0,2.0,50.0,January - April
2007-05-01,2007,5,Congdon Creek,234.0,198.0,18.2,237.0,200.0,18.5,January - May
2007-06-01,2007,6,Congdon Creek,725.0,780.0,-7.1,962.0,980.0,-1.8,January - June
2007-07-01,2007,7,Congdon Creek,1072.0,1151.0,-6.9,2034.0,2131.0,-4.6,January - July
2007-08-01,2007,8,Congdon Creek,255.0,710.0,-64.1,2289.0,2841.0,-19.4,January - August
2007-09-01,2007,9,Congdon Creek,59.0,2.0,2850.0,2348.0,2843.0,-17.4,January - September
2007-10-01,2007,10,Congdon Creek,9.0,5.0,80.0,2357.0,2848.0,-17.2,January - October
2007-11-01,2007,11,Congdon Creek,0.0,0.0,,2357.0,2848.0,-17.2,January - November
2007-12-01,2007,12,Congdon Creek,0.0,0.0,,2357.0,2848.0,-17.2,January - December
2007-01-01,2007,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2007-03-01,2007,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2007-04-01,2007,4,Conrad,0.0,0.0,,0.0,0.0,,January - April
2007-05-01,2007,5,Conrad,0.0,0.0,,0.0,0.0,,January - May
2007-06-01,2007,6,Conrad,0.0,0.0,,0.0,0.0,,January - June
2007-07-01,2007,7,Conrad,0.0,0.0,,0.0,0.0,,January - July
2015-03-01,2015,3,Wolf Creek,0.0,0.0,,0.0,0.0,,January - March
2015-04-01,2015,4,Wolf Creek,0.0,3.0,-100.0,0.0,3.0,-100.0,January - April
2015-05-01,2015,5,Wolf Creek,449.0,410.0,9.5,449.0,413.0,8.7,January - May
2015-06-01,2015,6,Wolf Creek,809.0,906.0,-10.7,1258.0,1319.0,-4.6,January - June
